Post ID,Comment,Post themes,Background sound / audio,Harm score,Explanation
DFLpKTPv1L-,How are your teeth so white and pearly?😍,"Men, couple, personal experience","Yes, normal voice",0,Admiring compliment phrased as a question. Positive and warm.
DFLpKTPv1L-,They were so so wrong! 😂,"Men, couple, personal experience","Yes, normal voice",0,Disagrees with prior criticism using humor. Supportive tone.
DFLpKTPv1L-,Great makeup,"Men, couple, personal experience","Yes, normal voice",0,Direct compliment on makeup. Encouraging and respectful.
DFLpKTPv1L-,"Just love what you do and as a MAC MUA, and being in the business for 3 decades , I still pick up your tips and use them to add to my m/up knowledge. You rock!","Men, couple, personal experience","Yes, normal voice",0,Professional encouragement with admiration. Strongly supportive.
DFLpKTPv1L-,"So that’s not a bad thing. You definitely are a class act and do you really want everyone all up in your business?When the time comes, yall are made for bigger and better things. 😍","Men, couple, personal experience","Yes, normal voice",0,Reinforces positivity in contrast to negativity. Very affirming.
DFLpKTPv1L-,"Produce your own , YouTube network people ! You two are too fabulous to not be seen !!!!","Men, couple, personal experience","Yes, normal voice",0,Expresses deep affection using emojis — supportive and emotional.
DFLpKTPv1L-,I love you guys!!! We need to pitch this…please try again…. Who knows…you just might get discovered!!! 💕💕😘,"Men, couple, personal experience","Yes, normal voice",0,Defends the creator by criticizing Netflix. Tone is loyal and affirming.
DFLpKTPv1L-,They don't know. They're missing out!!!,"Men, couple, personal experience","Yes, normal voice",0,Empathetic response that reframes critique positively. Very kind.
DFLpKTPv1L-,We all need Feel good reality show?!!! I would binge that!!@Netflixmake it happen,"Men, couple, personal experience","Yes, normal voice",0,Frustration at others’ judgment — not aimed at the creator. Supportive.
DFLpKTPv1L-,@bravoandywe want them!!!,"Men, couple, personal experience","Yes, normal voice",0,Affirms the creator’s worth. Uplifting and full of praise.
DFLpKTPv1L-,National Geographic all day,"Men, couple, personal experience","Yes, normal voice",0.25,"Although defending, the tone is sarcastic with dismissive emojis. Slightly passive-aggressive."
DFLpKTPv1L-,Keep shopping it....,"Men, couple, personal experience","Yes, normal voice",0,Polite and affectionate good wishes. Kind and respectful.
DFLpKTPv1L-,"If you’re good at what you do which is giving the best makeup advice, then you don’t need to cushion that with bullshit and drama. Stay true to who you are!!!","Men, couple, personal experience","Yes, normal voice",0,Encouraging suggestion with a tone of admiration. Positive.
DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,Enthusiastic exaggeration showing strong support. Very affirming.
DFLpKTPv1L-,Too nice?!?!? That was the feedback? Wow they really don’t know you guys then 😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,Heartfelt compliment using protective emoji — deeply supportive.
DFLpKTPv1L-,Indian make brands and academy I will be your first student I already do henna would love to do make up,"Men, couple, personal experience","Yes, normal voice",0,Playful and encouraging. Clearly positive tone.
DFLpKTPv1L-,"I think the two of you need a Netflix series on just your life! You are both amazing, and I'd definitely binge watch!","Men, couple, personal experience","Yes, normal voice",0,Supportive suggestion in a respectful way. Very kind.
DFLpKTPv1L-,"You guys don’t give mean or messy vibes at all, but why do you have to have messy drama if it’s about makeup? I def think you have your audience who will watch/support.","Men, couple, personal experience","Yes, normal voice",0,Affirms the creators’ peaceful nature. Warm and uplifting.
DFLpKTPv1L-,Not National Geographic 😂,"Men, couple, personal experience","Yes, normal voice",0,Lighthearted humor that matches the tone of the post.
DFLpKTPv1L-,@karanjoharhook them up on@disneyplushotstar🙌,"Men, couple, personal experience","Yes, normal voice",0,Publicly encourages producers to support the creator. Positive intent.
DFLpKTPv1L-,Cute .. cute .. cute .. so cute how he just randomly leans his face on your head .. you guys r soo cute ❤️,"Men, couple, personal experience","Yes, normal voice",0,Gushing with repeated 'cute' — affectionate and harmless.
DFLpKTPv1L-,😂❤️,"Men, couple, personal experience","Yes, normal voice",0,Laugh and heart emoji together show joy and support.
DFLpKTPv1L-,❤️❤️❤️❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Multiple heart emojis express love and admiration.
DFLpKTPv1L-,Please Do the series of “Aditya do my makeup” In US & Canada❤️😍love your videos💕,"Men, couple, personal experience","Yes, normal voice",0,Excited and enthusiastic show suggestion — encouraging tone.
DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,"Laughter emojis in context show enjoyment, not mockery."
DFLpKTPv1L-,❤️❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Heart emojis show affection and support. Clearly positive.
DFLpKTPv1L-,"Love it, being too nice makes harder too! Not many will agree but it’s a fact🙌","Men, couple, personal experience","Yes, normal voice",0,Agreement and empathy for the creator’s perspective. Supportive tone.
DFLpKTPv1L-,❤️❤️😂,"Men, couple, personal experience","Yes, normal voice",0,Positive emoji mix expressing joy and love. Harmless.
DFLpKTPv1L-,@netflixare you listening?!!! we need real life series on their lives. Bring it on!,"Men, couple, personal experience","Yes, normal voice",0,Excited endorsement directed at Netflix. Enthusiastic and respectful.
DFLpKTPv1L-,@hulucome on!! You can make this happen.,"Men, couple, personal experience","Yes, normal voice",0,Encouragement directed at a streaming platform. Positive and constructive.
DFLpKTPv1L-,Continue to be AMAZING... DON'T change ❤️,"Men, couple, personal experience","Yes, normal voice",0,A strong message of affirmation and love. Deeply supportive.
DFLpKTPv1L-,Would be really interesting to see u guys on Netflix...@netflix_in@netflix,"Men, couple, personal experience","Yes, normal voice",0,Polite and positive suggestion. Kind and respectful.
DFLpKTPv1L-,I ‘ll be following till forever❤️,"Men, couple, personal experience","Yes, normal voice",0,Loyal declaration of continued support. Very affirming.
DFLpKTPv1L-,Too nice?,"Men, couple, personal experience","Yes, normal voice",0,"Repeats criticism in a neutral way, but not dismissive. No harm implied."
DFLpKTPv1L-,@netflixplease make this happen!!!!!!!!!,"Men, couple, personal experience","Yes, normal voice",0,Energetic show of support. Friendly and enthusiastic.
DFLpKTPv1L-,Netflix needs to upgrade with you and your makeup knowledge. I know u would watch it everyday on repeat. 🥺,"Men, couple, personal experience","Yes, normal voice",0,Flattering comparison — energetic praise of content and makeup.
DFLpKTPv1L-,@netflix@primevideoyou need to look at this drama couple!! The are addicting,"Men, couple, personal experience","Yes, normal voice",0,Promotes creator content with platform tags. Fully supportive.
DFLpKTPv1L-,I’d subscribe and watch hunnnnnies!,"Men, couple, personal experience","Yes, normal voice",0,Playful and affectionate tone. Excited and positive.
DFLpKTPv1L-,omg cuties!!! 😍,"Men, couple, personal experience","Yes, normal voice",0,Adoring message using expressive language and emojis. Supportive tone.
DFLpKTPv1L-,🤣🤣🤣,"Men, couple, personal experience","Yes, normal voice",0,Laughter emojis express joy. No mocking intent.
DFLpKTPv1L-,@netflix,"Men, couple, personal experience","Yes, normal voice",0,Simple supportive tag. Context suggests positivity.
DFLpKTPv1L-,Big boss ott❤️,"Men, couple, personal experience","Yes, normal voice",0,Positive reference to a reality show with a heart. Respectful tone.
DFLpKTPv1L-,They want bad girls club!I’d watch you guys!!! I don’t like all the fighting and conflicts.,"Men, couple, personal experience","Yes, normal voice",0,Energetic show of support referencing a reality TV vibe. Enthusiastic and kind.
DFLpKTPv1L-,U people are just so sorted😍🙌,"Men, couple, personal experience","Yes, normal voice",0,Compliment with joyful emojis. Encouraging tone.
DFLpKTPv1L-,I would not miss an episode 🍿,"Men, couple, personal experience","Yes, normal voice",0,Affirming viewer loyalty with a fun emoji. Supportive and friendly.
DFLpKTPv1L-,😍,"Men, couple, personal experience","Yes, normal voice",0,Heart-eyes emoji — completely positive expression of admiration.
DFLpKTPv1L-,Please 🙌,"Men, couple, personal experience","Yes, normal voice",0,Supportive plea with celebratory emoji — uplifting tone.
DFLpKTPv1L-,Not everything on tv needs to be drama filled!,"Men, couple, personal experience","Yes, normal voice",0,Comment supports the creator’s tone and criticizes drama respectfully.
DFLpKTPv1L-,@netflixget on this please!!,"Men, couple, personal experience","Yes, normal voice",0,Encouragement directed at Netflix — positive and respectful.
DFLpKTPv1L-,"I believe you, not the animal channel 😂😂😂😂","Men, couple, personal experience","Yes, normal voice",0.25,Joke could be taken as mocking an external source — mildly dismissive.
DFLpKTPv1L-,😂😂,"Men, couple, personal experience","Yes, normal voice",0,Laughter emojis used joyfully — harmless in this context.
DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,"Same as above — joyful tone implied, not offensive."
DFLpKTPv1L-,Will talk to my friends@netflix☺️,"Men, couple, personal experience","Yes, normal voice",0,"Playful, affectionate tone tagging Netflix — supportive intent."
DFLpKTPv1L-,@netflixwe want thisssss!!!!!!!! ❤️❤️❤️❤️❤️ all day every day,"Men, couple, personal experience","Yes, normal voice",0,Passionate and loving show of support with heart emojis.
DFLpKTPv1L-,Maybe the life isn’t dramatic and spicy enough but the makeup looks definitely are,"Men, couple, personal experience","Yes, normal voice",0.25,Sarcastic tone could be interpreted as questioning the creators’ value — slightly dismissive.
C9wjr7uxeYk,How did you stop pastel colours from staining !? Every time I get light colours they stain after liek 2 weeks or less I brush my teeth I swear 😭,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,The comment is a respectful question showing engagement with the content. Not harmful.
C9wjr7uxeYk,Omg you looks so good queen ❤️🔥,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,Highly complimentary tone using terms like 'queen' and emojis. Uplifting and kind.
C9wjr7uxeYk,Stop soo goodd girl,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,Expresses amazement and support using slang. Positive and encouraging.
C9wjr7uxeYk,Wow. Deja they look so good 🔥❤❤,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,Praising someone's appearance in a friendly tone with heart/fire emojis. Harmless.
C9wjr7uxeYk,Omg congrats 👏 by the way you look gorgeous 💗💗,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,"A congratulatory and kind compliment, showing support. No negativity."
C9wjr7uxeYk,AHHH SLAY Deja ate that!! ❤️,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,An enthusiastic and affirming comment in modern slang — fully supportive.
C9wjr7uxeYk,Cutttttteee❤️🔥😍😍😍,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,"Packed with emojis and kind words, this is clearly a positive comment."
C9wjr7uxeYk,You look great👏,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,Simple and uplifting statement. Encouraging the creator.
C9wjr7uxeYk,You look gorgeous Deja with and without braces I hope my teeth look just as nice,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,Acknowledges beauty in a thoughtful and reassuring way — positive and respectful.
C9wjr7uxeYk,You look so prettyyyy💗💗,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,Highly supportive and sweet comment. Entirely harmless and positive.
DFLpKTPv1L-,It's a feedback work on it,"Men, couple, personal experience","Yes, normal voice",0.25,Bluntly worded feedback — could be perceived as dismissive or lacking empathy.
DFLpKTPv1L-,"I don't watch reality tv, but if you had a show I would def start streaming!  extra spicy and fun! 🔥🔥","Men, couple, personal experience","Yes, normal voice",0,Supportive exception — admires creator despite genre dislike.
DFLpKTPv1L-,Please don’t go on any controversial reality shows & spoil ur relationship guys.. U too are too nice for such stupid shows..,"Men, couple, personal experience","Yes, normal voice",0,Kind and protective suggestion avoiding drama. Supportive tone.
DFLpKTPv1L-,lets sign a petition!!!,"Men, couple, personal experience","Yes, normal voice",0,"Common, playful expression of enthusiastic support."
DFLpKTPv1L-,Can you plz do a makeup 101 lesson.. I need to learn the basics.. it would be very helpful. Thank you.,"Men, couple, personal experience","Yes, normal voice",0,Friendly request for educational content. Respectful and kind.
DFLpKTPv1L-,I don’t watch reality shows because the drama is too much. I would watch your show!,"Men, couple, personal experience","Yes, normal voice",0,Reinforces support in a positive way despite disliking reality shows.
DFLpKTPv1L-,❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Simple heart emojis expressing love and support.
DFLpKTPv1L-,Agree 💯,"Men, couple, personal experience","Yes, normal voice",0,Strong agreement with emoji — very affirming.
DFLpKTPv1L-,❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,More heart emojis — affectionate and supportive.
DFLpKTPv1L-,I would love to binge watch again n again n again 😍,"Men, couple, personal experience","Yes, normal voice",0,Playful exaggeration to express excitement. Encouraging and warm.
DFLpKTPv1L-,I agree .. I think you are quite good at this skill.. your techniques are easy to follow and understand . Product recommendations are really excellent 🔥👏🙌,"Men, couple, personal experience","Yes, normal voice",0,Supportive comment that affirms the creator’s skills. Kind and respectful.
DFLpKTPv1L-,We love you,"Men, couple, personal experience","Yes, normal voice",0,Direct expression of affection and support. Very warm.
DFLpKTPv1L-,I will repeat myself on instagram again you deserve a netflix show period .Your talent is exceptional and we need “TOO NICE PEOPLE LIKE ADI ON NETFLIX”.,"Men, couple, personal experience","Yes, normal voice",0,Positive reinforcement repeated across platforms. Enthusiastic tone.
DFLpKTPv1L-,Show. No show. You two look so good together 🧿❤️,"Men, couple, personal experience","Yes, normal voice",0,Affectionate compliment about the couple. Positive emojis reinforce message.
DFLpKTPv1L-,@badgalriri,"Men, couple, personal experience","Yes, normal voice",0,"Simple tag of a celebrity. Neutral to supportive, no harm implied."
DFLpKTPv1L-,Tell them to come to one site visit,"Men, couple, personal experience","Yes, normal voice",0,Playful suggestion or encouragement. Not harmful.
DFLpKTPv1L-,❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Series of heart emojis — universally positive.
DFLpKTPv1L-,This would be 🔥🔥🔥,"Men, couple, personal experience","Yes, normal voice",0,Uses fire emojis to show excitement or admiration. Uplifting.
DFLpKTPv1L-,He is so cool,"Men, couple, personal experience","Yes, normal voice",0,Short praise of the creator’s personality. Friendly tone.
DFLpKTPv1L-,I agree .. You’re the only makeup artist that really list what you use and give details .,"Men, couple, personal experience","Yes, normal voice",0,Strong admiration phrased respectfully. Supportive and kind.
DFLpKTPv1L-,Absolutely!,"Men, couple, personal experience","Yes, normal voice",0,Strong one-word affirmation. Encouraging and kind.
DFLpKTPv1L-,Beautiful men❤️,"Men, couple, personal experience","Yes, normal voice",0,Heartfelt compliment with positive emoji. Very supportive.
DFLpKTPv1L-,"Yes, Netflix, for sure 👌","Men, couple, personal experience","Yes, normal voice",0,Positive suggestion with an approving emoji. Friendly tone.
DFLpKTPv1L-,❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Emoji-only response — clearly affectionate and harmless.
DFLpKTPv1L-,Netflix please give them a chance! There’s different types of spices!!!,"Men, couple, personal experience","Yes, normal voice",0,Respectful plea supporting diverse talent. Constructive tone.
DFLpKTPv1L-,So many bad makeup artists out there.. you're the only one dishing out sensible makeup advice that actually works when we do it om ourselves.,"Men, couple, personal experience","Yes, normal voice",0,"Though it critiques others, it's framed as praise for the creator. Respectful."
DFLpKTPv1L-,You both look great together 😍,"Men, couple, personal experience","Yes, normal voice",0,Flattering comment about the couple. Positive tone.
DFLpKTPv1L-,Omg! Please do it 🔥😝😎,"Men, couple, personal experience","Yes, normal voice",0,Playful and excited encouragement with emojis. Supportive intent.
DFLpKTPv1L-,Well your niceness and transparency and humor would be refreshing. I'm tired at all this fake staged drama,"Men, couple, personal experience","Yes, normal voice",0.25,"While defending the creator, the sarcastic tone and emoji imply criticism of others. Slightly dismissive."
DFLpKTPv1L-,@adityamadirajuwould be nice to see you on Glow up ❤️,"Men, couple, personal experience","Yes, normal voice",0,Supportive show suggestion. Kind and polite tone.
DFLpKTPv1L-,I love your makeup here 😭😭😭😭,"Men, couple, personal experience","Yes, normal voice",0,Emotional admiration for the creator’s makeup. Very positive tone.
DFLpKTPv1L-,I love you two together ❤️,"Men, couple, personal experience","Yes, normal voice",0,Affectionate statement about the couple. Heart emoji supports warm intent.
DFLpKTPv1L-,Yes I love this artistic person,"Men, couple, personal experience","Yes, normal voice",0,Simple praise directed at the creator. Respectful and kind.
DFLpKTPv1L-,@netflixpls make it happen! All the spice u need 🔥🔥,"Men, couple, personal experience","Yes, normal voice",0,Excited encouragement directed at Netflix. Enthusiastic support.
DFLpKTPv1L-,Talk are so cute!! I would watch!,"Men, couple, personal experience","Yes, normal voice",0,"Though a typo is present, the comment is clearly meant to be loving and affirming."
DFLpKTPv1L-,@ankushbahuguna,"Men, couple, personal experience","Yes, normal voice",0,A tag only — likely intended to connect or draw attention. Neutral.
DFLpKTPv1L-,Keep it as you are - authentic ❤️that’s what you guys are - don’t ruin it !!!!!,"Men, couple, personal experience","Yes, normal voice",0,Encouragement to remain authentic. Very affirming tone.
DFLpKTPv1L-,Could you please show that makeup look?,"Men, couple, personal experience","Yes, normal voice",0,Polite request to learn more about the creator’s makeup. Friendly and curious.
DFLpKTPv1L-,"You guys are no drama, show them your roast reel 😂","Men, couple, personal experience","Yes, normal voice",0,Playful and supportive — affirms the creator’s vibe. Harmless.
DFLpKTPv1L-,U are looking hot 🔥❤️,"Men, couple, personal experience","Yes, normal voice",0,A compliment delivered enthusiastically with emojis. Encouraging tone.
DFLpKTPv1L-,😍😍😍😍,"Men, couple, personal experience","Yes, normal voice",0,Admiring emoji reaction. Completely positive.
DFLpKTPv1L-,I need this Netflix series!,"Men, couple, personal experience","Yes, normal voice",0,Supportive and enthusiastic comment for a show. Very affirming.
DFLpKTPv1L-,Too……nice??,"Men, couple, personal experience","Yes, normal voice",0.25,Ambiguous tone with ellipses — mildly dismissive.
DFLpKTPv1L-,They dont know you 😂😂😂😂😂 plenty of drama,"Men, couple, personal experience","Yes, normal voice",0,Supportive joke defending the creator. Laughter is in good faith.
DFLpKTPv1L-,Id still watch! Too nice IS REFRESHING 😍,"Men, couple, personal experience","Yes, normal voice",0,Affirms kindness as refreshing — clearly supportive.
DFLpKTPv1L-,What blush are you wearing in this video? 😍 💜,"Men, couple, personal experience","Yes, normal voice",0,Kind and respectful inquiry about makeup. Positive tone.
DFLpKTPv1L-,Give it a shot,"Men, couple, personal experience","Yes, normal voice",0,"Short encouragement, direct and positive."
DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,Laughter emojis used supportively. Joyful tone.
DFLpKTPv1L-,U guys are the whole package still yet to unfold and discover,"Men, couple, personal experience","Yes, normal voice",0,Affirming message with clapping emoji. Uplifting.
DFLpKTPv1L-,"May I please know, how u know such a beautiful and white teeth ????","Men, couple, personal experience","Yes, normal voice",0,Kind question full of admiration. Polite and positive.
DFLpKTPv1L-,I’d watch it! But I’d also say it’s a compliment to you that you don’t come across as a typical reality show star!,"Men, couple, personal experience","Yes, normal voice",0,Reframes critique into a compliment. Affirming and kind.
DFLpKTPv1L-,How do you do your blush?!!,"Men, couple, personal experience","Yes, normal voice",0,Beauty-related question delivered with enthusiasm. Supportive.
DFLpKTPv1L-,@adityamadirajuhey how about giving those Bollywood wives a makeover?@karanjohar,"Men, couple, personal experience","Yes, normal voice",0,Playful suggestion referencing acting — humorous and kind.
DFLpKTPv1L-,Both of you very nice 👍 😍,"Men, couple, personal experience","Yes, normal voice",0,Short but kind compliment with emojis. Very positive.
DFLpKTPv1L-,Please please start Indian make up brands suggestions too😍😍🔥🔥❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Respectful request for content ideas. Uplifting tone.
DFLpKTPv1L-,Don’t do reality shows. It will ruined your beautiful life. Why would put your self to fake scripts and negative drama. Enjoy your blessed life. 🙌,"Men, couple, personal experience","Yes, normal voice",0,Supportive and protective comment. Caring tone despite grammar issue.
DFLpKTPv1L-,"SAME- we were approached 3 times by Scripps (Food Network) but the deal was terrible for us and for a Reality Travel / Food show on another Network. That one met with us 4 times, negotiating a deal and the last time, asked: SO WHERE'S THE DRAMA? 👀Ehhhh what little drama that may arise would be off-camera. Well, that was the end of that deal. 🤭","Men, couple, personal experience","Yes, normal voice",0,Sharing a relatable experience. Respectful and neutral.
DFLpKTPv1L-,❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Heart emojis express love and support. Clearly positive.
DFLpKTPv1L-,You both make an amazing couple@❤️,"Men, couple, personal experience","Yes, normal voice",0,Compliment about their relationship. Affirming and warm.
DFLpKTPv1L-,"You should be on Big Boss if you are interested, Aditya.","Men, couple, personal experience","Yes, normal voice",0,Playful reality show reference — not dismissive. Supportive intent.
DFLpKTPv1L-,Too nice!!! I have heard that too many times…,"Men, couple, personal experience","Yes, normal voice",0,Relates to and supports the creator’s experience. Empathetic tone.
DFLpKTPv1L-,I love you guys! 😍,"Men, couple, personal experience","Yes, normal voice",0,Warm declaration of love and admiration. Clearly positive.
DFLpKTPv1L-,@netflix@primevideo@bravotvthis would be my favorite show!♥️🤞🏾,"Men, couple, personal experience","Yes, normal voice",0,Excited promotion using tags. Enthusiastic and kind.
DFLpKTPv1L-,I would watch for sure,"Men, couple, personal experience","Yes, normal voice",0,Short and strong endorsement. Fully positive.
DFLpKTPv1L-,Pls create a documentary of you both ...i bet..it will be successful.. honestly your pair is going to win hearts. 🥰❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Positive suggestion wrapped in praise. Very encouraging.
DFLpKTPv1L-,That's honestly a great idea🥹🤎,"Men, couple, personal experience","Yes, normal voice",0,Emotional and supportive reaction. Reinforces positivity.
DFLpKTPv1L-,You both looking fabulous 😍,"Men, couple, personal experience","Yes, normal voice",0,Compliment on appearance with heart-eyes emoji. Supportive tone.
DFLpKTPv1L-,Petition to have you on the screen!! i learn a lot from you !!,"Men, couple, personal experience","Yes, normal voice",0,Supportive petition plus appreciation of content. Kind and affirming.
DFLpKTPv1L-,"You both are my favorite ❤️ Regarding the reality shows all are scripted we know & yes has  lots of drama too. But, no matter what you do you will always my favorite","Men, couple, personal experience","Yes, normal voice",0,Affectionate tone and support for reality TV discussion. Loving and warm.
DFLpKTPv1L-,Didnt know it’s same everywhere! In India also if you want to participate in any show you need to come with drama! Someone needs to be a riksha 🛺 puller in your family to qualify 🎭,"Men, couple, personal experience","Yes, normal voice",0,Shares cultural resonance. Validating and thoughtful.
DFLpKTPv1L-,Getting jealous with the person standing behind you 😂 I really wanted to share the make up products you have been using hahahaha 😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,"Playful tone expressing admiration. Supportive, not harmful."
DFLpKTPv1L-,I’m looking at how flawless your face looks@adityamadiraju😍 and your make up 🤩,"Men, couple, personal experience","Yes, normal voice",0,Clear admiration for appearance. Positive and affirming.
DFLpKTPv1L-,Then let's create some drama 😍,"Men, couple, personal experience","Yes, normal voice",0,Playful suggestion in context of critique. Friendly and kind.
DFLpKTPv1L-,May be you should try again!! 🔥🔥🔥 Atleast if they put you guys on Netflix i would be satisfied to pay their ever increasing subscription ♥️✨,"Men, couple, personal experience","Yes, normal voice",0,Encouraging response to rejection. Supportive and uplifting.
DFLpKTPv1L-,Maybe consider YouTube TV as an option…I can see the drama babyyy!,"Men, couple, personal experience","Yes, normal voice",0,Helpful and respectful content suggestion. Constructive tone.
DFLpKTPv1L-,"You’re stunning, you both seem fab… ❤️ xxx","Men, couple, personal experience","Yes, normal voice",0,Highly affectionate compliment with loving emojis. Very supportive.
DFLpKTPv1L-,Animal show 😂😂😂,"Men, couple, personal experience","Yes, normal voice",0.25,Reference to 'animal show' could be taken as mocking or sarcastic. Mildly dismissive.
DFLpKTPv1L-,Because of you I started doing makeup.I am a homemaker and didn't like makeup at all. But watching your makeup video is a pleasure to eyes though I forget the most but still I can do basic now and people really started to compliment me that you are looking beautiful. Thanks to you dear.,"Men, couple, personal experience","Yes, normal voice",0,Personal testimony showing creator’s positive impact. Very affirming.
DFLpKTPv1L-,😂😂😂👏👏👏,"Men, couple, personal experience","Yes, normal voice",0,Laughter and applause emojis signal joy and celebration. Positive tone.
DFLpKTPv1L-,I love you aura guys!! Wish I had friends like u in my life!! Just talking about mundane things would have made me happy!! And I love your videos!! Keep making more please!!❤️,"Men, couple, personal experience","Yes, normal voice",0,Compliment with admiration for their energy and vibe. Very kind.
DFLpKTPv1L-,Maybe they should pick up on the comments where you never reply because I has asked you about a Tirtir shade match for Maybelline and you never replied- both on FB and Instagram 😒,"Men, couple, personal experience","Yes, normal voice",0,Constructive suggestion supporting the creator’s personality. Encouraging tone.
DFLpKTPv1L-,Start a you tube series. Need all those makeup classes 🧿♥️🙏@adityamadiraju,"Men, couple, personal experience","Yes, normal voice",0,Supportive request for content. Enthusiastic and kind.
DFLpKTPv1L-,Wait.. which marble did you guys end up picking? Who won? lol,"Men, couple, personal experience","Yes, normal voice",0,Playful curiosity about a detail in the video. Harmless and friendly.
DFLpKTPv1L-,👏👏👏,"Men, couple, personal experience","Yes, normal voice",0,Applause emojis — signals celebration and support.
DFLpKTPv1L-,you and your husband 😍😍🤗🤗,"Men, couple, personal experience","Yes, normal voice",0,Affectionate comment with emojis. Very warm and kind.
DFLpKTPv1L-,That “they don’t really know” is super personal 😂❤️,"Men, couple, personal experience","Yes, normal voice",0,Emotional connection to the creator’s experience. Deeply supportive.
DFLpKTPv1L-,"Adi, I love you but could you pla use indian brand makeup products as they are affordable and easily available?","Men, couple, personal experience","Yes, normal voice",0,Polite request framed with love. Constructive and respectful.
DFLpKTPv1L-,@netflix@netflix_in@amazonprimePUT THEM IN ASAP,"Men, couple, personal experience","Yes, normal voice",0,Strong promotional encouragement with energy. Supportive tone.
DFLpKTPv1L-,We could use a reality show featuring great content and NICE people! Why do they always need a bad guy?? Your little family is so beautiful! Maybe hallmark channel needs to make one lol.@adityamadirajuwe’ll follow you no matter what! 😘😘,"Men, couple, personal experience","Yes, normal voice",0,Affirming comment about the creator’s potential. Uplifting.
DFLpKTPv1L-,I would definitely follow you on that too!! I love your content and how you educate us!❤️,"Men, couple, personal experience","Yes, normal voice",0,High-energy support expressing love and loyalty. Very kind.
DFLpKTPv1L-,You are the best!!,"Men, couple, personal experience","Yes, normal voice",0,"Direct, enthusiastic praise. Clearly supportive."
DFLpKTPv1L-,You guys are a beautiful couple ❤️,"Men, couple, personal experience","Yes, normal voice",0,Loving compliment with heart emoji. Uplifting and kind.
DFLpKTPv1L-,Yes.,"Men, couple, personal experience","Yes, normal voice",0,"Brief, neutral-to-positive affirmation."
DFLpKTPv1L-,❤️,"Men, couple, personal experience","Yes, normal voice",0,Heart emoji used to show affection. Entirely positive.
DFLpKTPv1L-,I support this 🙌@netflix,"Men, couple, personal experience","Yes, normal voice",0,Supportive comment promoting the creator. Respectful tone.
DFLpKTPv1L-,"Do more daily short vlogs, not just make up tutorials ❤️","Men, couple, personal experience","Yes, normal voice",0,Constructive suggestion for content expansion. Helpful and kind.
DFLpKTPv1L-,Yall are so beautifulI love yall xoxo,"Men, couple, personal experience","Yes, normal voice",0,Affectionate and expressive message. Very affirming.
DFLpKTPv1L-,Agreed!!!!!!👏👏👏,"Men, couple, personal experience","Yes, normal voice",0,Strong agreement using multiple exclamation marks and emojis. Uplifting tone.
DFLpKTPv1L-,Who need Netflix .. you guys are the best the way you are ❤️,"Men, couple, personal experience","Yes, normal voice",0,Compliment expressed casually. Supportive vibe.
DFLpKTPv1L-,U were handsome without putting makeup on ur own face,"Men, couple, personal experience","Yes, normal voice",0.25,"Intended as a compliment, but may be read as undermining the creator’s makeup. Slightly dismissive."
C9wjr7uxeYk,I ❤️ it xx,"Girl, teenager, beauty, hair, makeup","Yes, pop song",0,Positive and affectionate comment using a heart emoji. Completely harmless.
DFvHb4NuWrd,I bought it after seeing your previous video on this product but sadly it didn’t agree with my skin. I get irritation and redness every time I apply it 😭,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,User shares a personal experience of buying the product — supportive engagement.
DFvHb4NuWrd,How long after applying the hydrogel should you wait before you start the primer/makeup application.  Bonus: how long should you wait betweeen primer and foundation?,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,"A neutral, relevant question seeking advice. No harmful intent."
DFvHb4NuWrd,This is not hydrating .. sorry !,"Man, skincare, beauty, partnership","Yes, normal voice, instrumental music",0,"Honest product review — the user is polite and includes 'sorry', showing no malice."
