Comment ID,Post ID,Comment,Post themes,Background sound / audio,Harm score
859b63f3131b1b66b95962feeaca51f7,DFLpKTPv1L-,@netflix@primevideo@bravotvthis would be my favorite show!♥️🤞🏾,"Men, couple, personal experience","Yes, normal voice",0
12a9dd2dccfa40ba57f41adfdadbe264,DFLpKTPv1L-,I would watch for sure,"Men, couple, personal experience","Yes, normal voice",0
b1bb22614e984669773580272b8ad434,DFLpKTPv1L-,Pls create a documentary of you both ...i bet..it will be successful.. honestly your pair is going to win hearts. 🥰❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
e4e0f0191cf29d8daf2078034eb2ca10,DFLpKTPv1L-,That's honestly a great idea🥹🤎,"Men, couple, personal experience","Yes, normal voice",0
084a8993d85309d5b3f37eb7906861b0,DFLpKTPv1L-,You both looking fabulous 😍,"Men, couple, personal experience","Yes, normal voice",0
e0ff94d5cb9c11fe2d6308758d4447da,DFLpKTPv1L-,Petition to have you on the screen!! i learn a lot from you !!,"Men, couple, personal experience","Yes, normal voice",0
3999cc9762ea2fdfa08ae213a7cf3a04,DFLpKTPv1L-,"You both are my favorite ❤️ Regarding the reality shows all are scripted we know & yes has  lots of drama too. But, no matter what you do you will always my favorite","Men, couple, personal experience","Yes, normal voice",0
1f3ea3c344bcc49f18a99dbf70a4998e,DFLpKTPv1L-,Didnt know it’s same everywhere! In India also if you want to participate in any show you need to come with drama! Someone needs to be a riksha 🛺 puller in your family to qualify 🎭,"Men, couple, personal experience","Yes, normal voice",0
774f22be216600b17e2beb05a8aa5bd0,DFLpKTPv1L-,Getting jealous with the person standing behind you 😂 I really wanted to share the make up products you have been using hahahaha 😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
9d821fbe121bc6e11b494e7ae27b93a6,DFLpKTPv1L-,I’m looking at how flawless your face looks@adityamadiraju😍 and your make up 🤩,"Men, couple, personal experience","Yes, normal voice",0
a91ee72695e3fa6cc8b6cd124d4274bd,DFLpKTPv1L-,Then let's create some drama 😍,"Men, couple, personal experience","Yes, normal voice",0
6920a65367b7a040a089243f3eb7c7b1,DFLpKTPv1L-,May be you should try again!! 🔥🔥🔥 Atleast if they put you guys on Netflix i would be satisfied to pay their ever increasing subscription ♥️✨,"Men, couple, personal experience","Yes, normal voice",0
980a489bc3f4cde4d269567654f67b3f,DFLpKTPv1L-,Maybe consider YouTube TV as an option…I can see the drama babyyy!,"Men, couple, personal experience","Yes, normal voice",0
37617ba6aace31a2060ad746543efe3b,DFLpKTPv1L-,"You’re stunning, you both seem fab… ❤️ xxx","Men, couple, personal experience","Yes, normal voice",0
d44557c04ee99b23a4717bdbfb24be26,DFLpKTPv1L-,Animal show 😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
9dfcfb44ebc74a0a5a67b07b81ddf36c,DFLpKTPv1L-,Because of you I started doing makeup.I am a homemaker and didn't like makeup at all. But watching your makeup video is a pleasure to eyes though I forget the most but still I can do basic now and people really started to compliment me that you are looking beautiful. Thanks to you dear.,"Men, couple, personal experience","Yes, normal voice",0
a48cf8b5bc10c5d814ed5ea6e4425ca4,DFLpKTPv1L-,😂😂😂👏👏👏,"Men, couple, personal experience","Yes, normal voice",0
18950dd6d9a121bda3d2a88925add4fa,DFLpKTPv1L-,I love you aura guys!! Wish I had friends like u in my life!! Just talking about mundane things would have made me happy!! And I love your videos!! Keep making more please!!❤️,"Men, couple, personal experience","Yes, normal voice",0
cd3112a8c0cb76b6d758bf80d9b18bbe,DFLpKTPv1L-,Maybe they should pick up on the comments where you never reply because I has asked you about a Tirtir shade match for Maybelline and you never replied- both on FB and Instagram 😒,"Men, couple, personal experience","Yes, normal voice",0
656de45db7e67e40ee0a0f4e8e902ee0,DFLpKTPv1L-,Start a you tube series. Need all those makeup classes 🧿♥️🙏@adityamadiraju,"Men, couple, personal experience","Yes, normal voice",0
4473f55cea4a52ac9ee6ce9c14b4f797,DFLpKTPv1L-,Wait.. which marble did you guys end up picking? Who won? lol,"Men, couple, personal experience","Yes, normal voice",0
4b85abab49ee86cd6da4bd4976c2c6de,DFLpKTPv1L-,👏👏👏,"Men, couple, personal experience","Yes, normal voice",0
1c521d0661cdcf8c388107bf70168d9c,DFLpKTPv1L-,you and your husband 😍😍🤗🤗,"Men, couple, personal experience","Yes, normal voice",0
ccd9e44dff8ffb14ff8089ba1fe8af4d,DFLpKTPv1L-,That “they don’t really know” is super personal 😂❤️,"Men, couple, personal experience","Yes, normal voice",0
513043ec347578bcea1794db2fe2603c,DFLpKTPv1L-,"Adi, I love you but could you pla use indian brand makeup products as they are affordable and easily available?","Men, couple, personal experience","Yes, normal voice",0
d8e0287cfcc5d10b60bff923d2032893,DFLpKTPv1L-,@netflix@netflix_in@amazonprimePUT THEM IN ASAP,"Men, couple, personal experience","Yes, normal voice",0
ef84caf62e6d1cc320ba81fe50312838,DFLpKTPv1L-,We could use a reality show featuring great content and NICE people! Why do they always need a bad guy?? Your little family is so beautiful! Maybe hallmark channel needs to make one lol.@adityamadirajuwe’ll follow you no matter what! 😘😘,"Men, couple, personal experience","Yes, normal voice",0
85466589b9bc162060f04091b4079a4d,DFLpKTPv1L-,I would definitely follow you on that too!! I love your content and how you educate us!❤️,"Men, couple, personal experience","Yes, normal voice",0
b8e7043419214bc4e3c1149faf8f0277,DFLpKTPv1L-,You are the best!!,"Men, couple, personal experience","Yes, normal voice",0
d06fc4f0a1d9ad061f4d9c749aa9b904,DFLpKTPv1L-,You guys are a beautiful couple ❤️,"Men, couple, personal experience","Yes, normal voice",0
1f85fae25d793521f8180b558eef646e,DFLpKTPv1L-,Yes.,"Men, couple, personal experience","Yes, normal voice",0
82b4b12879066a87cbe8dbc41ac9f147,DFLpKTPv1L-,❤️,"Men, couple, personal experience","Yes, normal voice",0
5fec9bb1ed942e0bc3a52270635eaf84,DFLpKTPv1L-,I support this 🙌@netflix,"Men, couple, personal experience","Yes, normal voice",0
1d8600afbc3d0989ff3ef7d45f66dcfa,DFLpKTPv1L-,"Do more daily short vlogs, not just make up tutorials ❤️","Men, couple, personal experience","Yes, normal voice",0
f8d318b9c36d430cc133b43053cc8466,DFLpKTPv1L-,Yall are so beautifulI love yall xoxo,"Men, couple, personal experience","Yes, normal voice",0
8b98d8dbe93f8680e51448868f198f35,DFLpKTPv1L-,Agreed!!!!!!👏👏👏,"Men, couple, personal experience","Yes, normal voice",0
1c863ca9a4f1b212d8fbf40bc665e637,DFLpKTPv1L-,Who need Netflix .. you guys are the best the way you are ❤️,"Men, couple, personal experience","Yes, normal voice",0
8fdf91c1cec59dc32fe82f3bf6a6efe1,DFLpKTPv1L-,U were handsome without putting makeup on ur own face,"Men, couple, personal experience","Yes, normal voice",0
b9243fce8b2a899bcf2d939d3eb0d838,DFLpKTPv1L-,I would watch it. I love your videos.,"Men, couple, personal experience","Yes, normal voice",0
246531d3450997ec3c109304de29b2b2,DFLpKTPv1L-,"I just need your voice to customize my assistant to sound like this. Then my husband can send me a list, your voice can read it to me and I will have actually listened to it!😂 I could listen to your accent and talk all day long. Along with the makeup torts! 🙌","Men, couple, personal experience","Yes, normal voice",0
1b0589b07ec8ccce1312cb709e897cc0,DFLpKTPv1L-,Both of u❤️,"Men, couple, personal experience","Yes, normal voice",0
78364b01d17abe0b9bccd5ee0954d67f,DFLpKTPv1L-,"Drama or no drama, a reality tv show will change you as a person, not neccesarily for the better. At the end of the day, it’s all about the numbers, dollars$$, it will be hard to keep it real & true to yourself. Boils down to whether it is your thing or not. Just my thoughts.","Men, couple, personal experience","Yes, normal voice",0
1f2ac066144c66bafcc7eba6a6134162,DFLpKTPv1L-,They were right,"Men, couple, personal experience","Yes, normal voice",0
49eb1da6ff70956b94f3cf5e24ae05b8,DFLpKTPv1L-,"I agree,you need your own show .And your own make up range 🙌","Men, couple, personal experience","Yes, normal voice",0
c22405a7dc9c0373b8be1416e7872edc,DFLpKTPv1L-,Chip and Joanna Gaines don’t have drama. Maybe Discovery. “Fixer Upper” but for faces. 😂❤️,"Men, couple, personal experience","Yes, normal voice",0
975b14c47e6e0f670c7391d252a26469,DFLpKTPv1L-,I really dnt like the makeup,"Men, couple, personal experience","Yes, normal voice",1
5d05caa7b2bd750ba5709495ffd99917,DFLpKTPv1L-,👏👏👏🔥,"Men, couple, personal experience","Yes, normal voice",0
936a073bfc4f0572095198587bbcde87,DFLpKTPv1L-,❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
46c76fc49b252636f8a53c20a9be1db8,DFLpKTPv1L-,“It is very spicy” lmao 😂 too nice?! Wouldn’t that make us want to watch you more?! 🥺,"Men, couple, personal experience","Yes, normal voice",0
7ef1002b712c50d199b4c391435c4342,DFLpKTPv1L-,Forget that… create your own show on YouTube..simple,"Men, couple, personal experience","Yes, normal voice",0
dd8ce3e390c611dda9ba3856783e9c4e,DFLpKTPv1L-,We need a show!!!!,"Men, couple, personal experience","Yes, normal voice",0
2a287bd476ee3c63e5273bfc729706b8,DFLpKTPv1L-,Magnolia network. Quality programming without the ridiculous drama.,"Men, couple, personal experience","Yes, normal voice",0
6903b07e3cced795133640b6b27f9fb0,DFLpKTPv1L-,🙌,"Men, couple, personal experience","Yes, normal voice",0
81f745f4064cbddfebcfdfde5714f4b9,DFLpKTPv1L-,😍😍🔥,"Men, couple, personal experience","Yes, normal voice",0
a6f923bc306d5d0c82775b2273093d66,DFLpKTPv1L-,Absolutely.. U rock the make. Up world.. I personally don't apply or use but whatever u do is mesmerising and absolute master piece to perfection.. Stunning transformations.. Keep rocking 👏👏👏,"Men, couple, personal experience","Yes, normal voice",0
f31fc808dc0c97b3827dda42e365e5e0,DFLpKTPv1L-,You are beautiful people!!❤️,"Men, couple, personal experience","Yes, normal voice",0
796e3357a77741abacb0bc2f93139fed,DFLpKTPv1L-,What they mean is that they need mean people cos that’s what attracts viewers 😂,"Men, couple, personal experience","Yes, normal voice",0
eee0115a6100ccfbd4190f152b2f6345,DFLpKTPv1L-,I love you adi❤️ aap bohut ache mecup karte ho,"Men, couple, personal experience","Yes, normal voice",0
40f6652b863581337d56ba3911f689fd,DFLpKTPv1L-,Too nice?? I’d much rather see a happy couple setting a great example to all of us rather than nonstop drama 😂,"Men, couple, personal experience","Yes, normal voice",0
ae091f432a1bb7039eb838b9fc761fbd,DFLpKTPv1L-,Bah humbug,"Men, couple, personal experience","Yes, normal voice",
9fba6b7e7b8f251ae6dd0466405eeb7e,DFLpKTPv1L-,Still nice ❤️,"Men, couple, personal experience","Yes, normal voice",0
11552b47cab2b08eba4e2b56f66f7d84,DFLpKTPv1L-,"I stopped watching a few influencers because of the drama, extra attitude and over exaggerations. A lot of times I just want to see a review, opinion, tutorial on things with a calm voice and a smile. 😊. I hope they really consider because I really enjoy your content","Men, couple, personal experience","Yes, normal voice",0
513b99cad28670daa679b23c513fb688,DFLpKTPv1L-,Would love to see you guys on a reality show 💕,"Men, couple, personal experience","Yes, normal voice",0
6278df1eb6332c3b0d97b1a9b2f01d8b,DFLpKTPv1L-,How are your teeth so white and pearly?😍,"Men, couple, personal experience","Yes, normal voice",0
84c5e42b7887f9f8737db9befceb53d5,DFLpKTPv1L-,They were so so wrong! 😂,"Men, couple, personal experience","Yes, normal voice",0
7b5480130c143e128b587f289f7977db,DFLpKTPv1L-,Great makeup,"Men, couple, personal experience","Yes, normal voice",0
706fdbf850c5f3c458a928733ceee00d,DFLpKTPv1L-,"Just love what you do and as a MAC MUA, and being in the business for 3 decades , I still pick up your tips and use them to add to my m/up knowledge. You rock!","Men, couple, personal experience","Yes, normal voice",0
79a4adf8928f8e7dd7afaf5c1dd26172,DFLpKTPv1L-,"So that’s not a bad thing. You definitely are a class act and do you really want everyone all up in your business?When the time comes, yall are made for bigger and better things. 😍","Men, couple, personal experience","Yes, normal voice",0
ed5fb740057157a32bf9b12fb7d7778b,DFLpKTPv1L-,"Produce your own , YouTube network people ! You two are too fabulous to not be seen !!!!","Men, couple, personal experience","Yes, normal voice",0
0719f28dcdcd23f5b7ddb55b10524476,DFLpKTPv1L-,I love you guys!!! We need to pitch this…please try again…. Who knows…you just might get discovered!!! 💕💕😘,"Men, couple, personal experience","Yes, normal voice",0
e8de297d233a8ee22f84d88bad55f37c,DFLpKTPv1L-,They don't know. They're missing out!!!,"Men, couple, personal experience","Yes, normal voice",0
149392f0261948f5768019eb9c3ca974,DFLpKTPv1L-,We all need Feel good reality show?!!! I would binge that!!@Netflixmake it happen,"Men, couple, personal experience","Yes, normal voice",0
1687131a0bbde576ec3ab73153bdb0e3,DFLpKTPv1L-,@bravoandywe want them!!!,"Men, couple, personal experience","Yes, normal voice",0
f93682a1641dd5da92a6a74b1ae39f05,DFLpKTPv1L-,National Geographic all day,"Men, couple, personal experience","Yes, normal voice",0
0b63cb6f909c37d9d0563923d984a274,DFLpKTPv1L-,Keep shopping it....,"Men, couple, personal experience","Yes, normal voice",0
54b6f8060aa5efdac867ed25c989467d,DFLpKTPv1L-,"If you’re good at what you do which is giving the best makeup advice, then you don’t need to cushion that with bullshit and drama. Stay true to who you are!!!","Men, couple, personal experience","Yes, normal voice",0
a7d88ec7fa6cbe82033e195ae8979f8d,DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
d450b0a1f57c0a46ad403cbffa2888a1,DFLpKTPv1L-,Too nice?!?!? That was the feedback? Wow they really don’t know you guys then 😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
89d5eb0a46cc5cae897055bc08111e29,DFLpKTPv1L-,Indian make brands and academy I will be your first student I already do henna would love to do make up,"Men, couple, personal experience","Yes, normal voice",0
5570ea7e0916701340609161b3ec0807,DFLpKTPv1L-,"I think the two of you need a Netflix series on just your life! You are both amazing, and I'd definitely binge watch!","Men, couple, personal experience","Yes, normal voice",0
7a142afc252252fc809516b33549d6cd,DFLpKTPv1L-,"You guys don’t give mean or messy vibes at all, but why do you have to have messy drama if it’s about makeup? I def think you have your audience who will watch/support.","Men, couple, personal experience","Yes, normal voice",0
1c66df46462150cebfc74703731a835b,DFLpKTPv1L-,Not National Geographic 😂,"Men, couple, personal experience","Yes, normal voice",0
3f42d3387629e2753eb60308bc71b401,DFLpKTPv1L-,@karanjoharhook them up on@disneyplushotstar🙌,"Men, couple, personal experience","Yes, normal voice",0
2173c3221bc6328743fe78881be7e103,DFLpKTPv1L-,Cute .. cute .. cute .. so cute how he just randomly leans his face on your head .. you guys r soo cute ❤️,"Men, couple, personal experience","Yes, normal voice",0
891e8404aa681a182b38d2cc398a6609,DFLpKTPv1L-,😂❤️,"Men, couple, personal experience","Yes, normal voice",0
c485a8dcdace3455908a24fbee4e2a3f,DFLpKTPv1L-,❤️❤️❤️❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
5123cf64d8abb86ca730f28b650d6c52,DFLpKTPv1L-,Please Do the series of “Aditya do my makeup” In US & Canada❤️😍love your videos💕,"Men, couple, personal experience","Yes, normal voice",0
fe93066e19fc4f1e710497a59666d80a,DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
a2e74ff9d679ff83c70945af426f06a5,DFLpKTPv1L-,❤️❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
6873887a3cea6650cf4f3e5a406d944c,DFLpKTPv1L-,"Love it, being too nice makes harder too! Not many will agree but it’s a fact🙌","Men, couple, personal experience","Yes, normal voice",0
54f6a21b59be58001d3908f458004963,DFLpKTPv1L-,❤️❤️😂,"Men, couple, personal experience","Yes, normal voice",0
b1ff4f77bf82bcecfbe0ce830f481f6b,DFLpKTPv1L-,@netflixare you listening?!!! we need real life series on their lives. Bring it on!,"Men, couple, personal experience","Yes, normal voice",0
31e9e11e05c575e8d249a37b60fe5dd6,DFLpKTPv1L-,@hulucome on!! You can make this happen.,"Men, couple, personal experience","Yes, normal voice",0
2bf8ceb59d4adb0b03133cfdff2535fa,DFLpKTPv1L-,Continue to be AMAZING... DON'T change ❤️,"Men, couple, personal experience","Yes, normal voice",0
80e52ffb1dffbef5bb1c809712beaf0e,DFLpKTPv1L-,Would be really interesting to see u guys on Netflix...@netflix_in@netflix,"Men, couple, personal experience","Yes, normal voice",0
8d05f617143be9ffc5298c2e17d19fc1,DFLpKTPv1L-,I ‘ll be following till forever❤️,"Men, couple, personal experience","Yes, normal voice",0
fdf058fedb90f94f60e27ad1a5db0ea7,DFLpKTPv1L-,Too nice?,"Men, couple, personal experience","Yes, normal voice",0
fd962798539b172abc7c927eed798c76,DFLpKTPv1L-,@netflixplease make this happen!!!!!!!!!,"Men, couple, personal experience","Yes, normal voice",0
43e329e732233eb0bef05276e6c16f5d,DFLpKTPv1L-,Netflix needs to upgrade with you and your makeup knowledge. I know u would watch it everyday on repeat. 🥺,"Men, couple, personal experience","Yes, normal voice",0
069ef049d1c0d5b5e7a0441f2f4401d1,DFLpKTPv1L-,@netflix@primevideoyou need to look at this drama couple!! The are addicting,"Men, couple, personal experience","Yes, normal voice",0
e6ec3c550c5650c96c06bd795ab4e9a1,DFLpKTPv1L-,I’d subscribe and watch hunnnnnies!,"Men, couple, personal experience","Yes, normal voice",0
b37be9e9e1e7fc07ce271bf55ef42c58,DFLpKTPv1L-,omg cuties!!! 😍,"Men, couple, personal experience","Yes, normal voice",0
aacff2f6466fcff0f3f0ab2770ac3fb3,DFLpKTPv1L-,🤣🤣🤣,"Men, couple, personal experience","Yes, normal voice",0
6a74c1de39e46ee443234242a87dabad,DFLpKTPv1L-,@netflix,"Men, couple, personal experience","Yes, normal voice",0
703b88e3619075a2b4aeb1691c2d3236,DFLpKTPv1L-,Big boss ott❤️,"Men, couple, personal experience","Yes, normal voice",0
ff90846dc01d7a96768d4cfeac6e43e4,DFLpKTPv1L-,They want bad girls club!I’d watch you guys!!! I don’t like all the fighting and conflicts.,"Men, couple, personal experience","Yes, normal voice",0
dc656b879157850538755c06563e23fc,DFLpKTPv1L-,U people are just so sorted😍🙌,"Men, couple, personal experience","Yes, normal voice",0
e78d8c05bf445888b7c415601703bde8,DFLpKTPv1L-,I would not miss an episode 🍿,"Men, couple, personal experience","Yes, normal voice",0
36b93a670474d864b0609ae81315da73,DFLpKTPv1L-,😍,"Men, couple, personal experience","Yes, normal voice",0
e95a075d1ebd1cc3bea0040cd70f5201,DFLpKTPv1L-,Please 🙌,"Men, couple, personal experience","Yes, normal voice",0
dc56220bd33b125e989b13c126f73f96,DFLpKTPv1L-,Not everything on tv needs to be drama filled!,"Men, couple, personal experience","Yes, normal voice",0
e7b6b761c52c35dabf07303c99376c05,DFLpKTPv1L-,@netflixget on this please!!,"Men, couple, personal experience","Yes, normal voice",0
be839bab2f1bf7abe9ef18f78ed71177,DFLpKTPv1L-,"I believe you, not the animal channel 😂😂😂😂","Men, couple, personal experience","Yes, normal voice",0
09d71d29592121b4005ebfcadfb3bdf3,DFLpKTPv1L-,😂😂,"Men, couple, personal experience","Yes, normal voice",0
96d5e83794c7711f17f17d975a3431be,DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
a6807fdb016be5393adb30482d334f9a,DFLpKTPv1L-,Will talk to my friends@netflix☺️,"Men, couple, personal experience","Yes, normal voice",0
37af2a0bb13a67a314df0afae65d99cd,DFLpKTPv1L-,@netflixwe want thisssss!!!!!!!! ❤️❤️❤️❤️❤️ all day every day,"Men, couple, personal experience","Yes, normal voice",0
7f5e5ff897031cfbd61cd46cc1642aff,DFLpKTPv1L-,Maybe the life isn’t dramatic and spicy enough but the makeup looks definitely are,"Men, couple, personal experience","Yes, normal voice",0
b523e64a103674909ed36c0fcc6c05bb,DFLpKTPv1L-,It's a feedback work on it,"Men, couple, personal experience","Yes, normal voice",0.25
cd67fd49c2d6a7973e1c6e387299bfff,DFLpKTPv1L-,"I don't watch reality tv, but if you had a show I would def start streaming!  extra spicy and fun! 🔥🔥","Men, couple, personal experience","Yes, normal voice",0
2ca2e108515cbfeb75a97da8ab911125,DFLpKTPv1L-,Please don’t go on any controversial reality shows & spoil ur relationship guys.. U too are too nice for such stupid shows..,"Men, couple, personal experience","Yes, normal voice",0
7ca337dd4613a40a5fb07145a3be0f61,DFLpKTPv1L-,lets sign a petition!!!,"Men, couple, personal experience","Yes, normal voice",0
8b455cdf365d520c360825409ec6ecb6,DFLpKTPv1L-,Can you plz do a makeup 101 lesson.. I need to learn the basics.. it would be very helpful. Thank you.,"Men, couple, personal experience","Yes, normal voice",0
ecfccf2d16865b383b3af327b2aa5b8f,DFLpKTPv1L-,I don’t watch reality shows because the drama is too much. I would watch your show!,"Men, couple, personal experience","Yes, normal voice",0
30d48d22db6f973aee39cbc0c25d6d2c,DFLpKTPv1L-,❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
36e44b97d5a365dfaa3d3a258a80face,DFLpKTPv1L-,Agree 💯,"Men, couple, personal experience","Yes, normal voice",0
59958291878f6899f05681066af27140,DFLpKTPv1L-,❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
365d4508f7e4b08343ec1b0078978ae0,DFLpKTPv1L-,I would love to binge watch again n again n again 😍,"Men, couple, personal experience","Yes, normal voice",0
05b146d93e95134d8d377f32f109f426,DFLpKTPv1L-,I agree .. I think you are quite good at this skill.. your techniques are easy to follow and understand . Product recommendations are really excellent 🔥👏🙌,"Men, couple, personal experience","Yes, normal voice",0
f90b3fe86d7a32168196be2eb0bd1f80,DFLpKTPv1L-,We love you,"Men, couple, personal experience","Yes, normal voice",0
c8f2a96dfd25da3187702ae6d1584d5e,DFLpKTPv1L-,I will repeat myself on instagram again you deserve a netflix show period .Your talent is exceptional and we need “TOO NICE PEOPLE LIKE ADI ON NETFLIX”.,"Men, couple, personal experience","Yes, normal voice",0
265b72a237cfe580b7defb939b9b1519,DFLpKTPv1L-,Show. No show. You two look so good together 🧿❤️,"Men, couple, personal experience","Yes, normal voice",0
abe36aa58fe6ee8c255c4edf1f13a064,DFLpKTPv1L-,@badgalriri,"Men, couple, personal experience","Yes, normal voice",0
09a4d023351050b068e0ba4a7639a6ed,DFLpKTPv1L-,Tell them to come to one site visit,"Men, couple, personal experience","Yes, normal voice",0
e5a843a6f3e670247efafa29db0b149a,DFLpKTPv1L-,❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
b7a875a9bb04a627516af0b4de8928c4,DFLpKTPv1L-,This would be 🔥🔥🔥,"Men, couple, personal experience","Yes, normal voice",0
ab741e1b7ab6a67993bc3c825d7ddbc5,DFLpKTPv1L-,He is so cool,"Men, couple, personal experience","Yes, normal voice",0
ba1eeabc92a03af2298d2661526046cb,DFLpKTPv1L-,I agree .. You’re the only makeup artist that really list what you use and give details .,"Men, couple, personal experience","Yes, normal voice",0
5f660c5034fa32b24f577a851c349a09,DFLpKTPv1L-,Absolutely!,"Men, couple, personal experience","Yes, normal voice",0
59b623b45e8672d9f22465c635499041,DFLpKTPv1L-,Beautiful men❤️,"Men, couple, personal experience","Yes, normal voice",0
e236bcb1930be537af138b19bc4c41e1,DFLpKTPv1L-,"Yes, Netflix, for sure 👌","Men, couple, personal experience","Yes, normal voice",0
448e67d158625da583795f428c30a8b0,DFLpKTPv1L-,❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0
2122d7c6c7dc97ab25721761cc455bd9,DFLpKTPv1L-,Netflix please give them a chance! There’s different types of spices!!!,"Men, couple, personal experience","Yes, normal voice",0
fea7150b2c2c2786c96da00bf47bd298,DFLpKTPv1L-,So many bad makeup artists out there.. you're the only one dishing out sensible makeup advice that actually works when we do it om ourselves.,"Men, couple, personal experience","Yes, normal voice",0
a27feb53d6347edbeac751926c670c30,DFLpKTPv1L-,You both look great together 😍,"Men, couple, personal experience","Yes, normal voice",0
9853def46058b4fc3c637791a56dbc0c,DFLpKTPv1L-,Omg! Please do it 🔥😝😎,"Men, couple, personal experience","Yes, normal voice",0
a02e48c74bd69a7372120e683220660f,DFLpKTPv1L-,Well your niceness and transparency and humor would be refreshing. I'm tired at all this fake staged drama,"Men, couple, personal experience","Yes, normal voice",0
b1b6c0e1ef364425b2690137487a2eba,DFLpKTPv1L-,@adityamadirajuwould be nice to see you on Glow up ❤️,"Men, couple, personal experience","Yes, normal voice",0
89b994da40e338dfa3dd36110890eae1,DFLpKTPv1L-,I love your makeup here 😭😭😭😭,"Men, couple, personal experience","Yes, normal voice",0
9167406d7282777989cddedc05ab0239,DFLpKTPv1L-,I love you two together ❤️,"Men, couple, personal experience","Yes, normal voice",0
517514f3e4b3cbbafb0721f4fca53c8f,DFLpKTPv1L-,Yes I love this artistic person,"Men, couple, personal experience","Yes, normal voice",0
17dcb107fa30d2c5032dae13ab7eff24,DFLpKTPv1L-,@netflixpls make it happen! All the spice u need 🔥🔥,"Men, couple, personal experience","Yes, normal voice",0
389047ee0ec135d3df83f90d37b792e4,DFLpKTPv1L-,Talk are so cute!! I would watch!,"Men, couple, personal experience","Yes, normal voice",0
90318686648aac609250732aac7ef5a2,DFLpKTPv1L-,@ankushbahuguna,"Men, couple, personal experience","Yes, normal voice",0
41167af983f982017524ec0f657c5e8a,DFLpKTPv1L-,Keep it as you are - authentic ❤️that’s what you guys are - don’t ruin it !!!!!,"Men, couple, personal experience","Yes, normal voice",0
f89da6513fb84a3097e261b479121d26,DFLpKTPv1L-,Could you please show that makeup look?,"Men, couple, personal experience","Yes, normal voice",0
750cf43816092b6dca2e0bc07f3e2b53,DFLpKTPv1L-,"You guys are no drama, show them your roast reel 😂","Men, couple, personal experience","Yes, normal voice",0
62091e025131d2438073f5ad3c088cc1,DFLpKTPv1L-,U are looking hot 🔥❤️,"Men, couple, personal experience","Yes, normal voice",0
b1b7f5a821e38cb997d5beb8afc1791b,DFLpKTPv1L-,😍😍😍😍,"Men, couple, personal experience","Yes, normal voice",0
ef2b6af1f13127ce7e54070bee042549,DFLpKTPv1L-,I need this Netflix series!,"Men, couple, personal experience","Yes, normal voice",0
c04319cfbd895e8058a8feefc9703675,DFLpKTPv1L-,Too……nice??,"Men, couple, personal experience","Yes, normal voice",0
d7a289a69a5d0a6b8784936c30021513,DFLpKTPv1L-,They dont know you 😂😂😂😂😂 plenty of drama,"Men, couple, personal experience","Yes, normal voice",0
e23597dc374ee2e0334607328e1de21d,DFLpKTPv1L-,Id still watch! Too nice IS REFRESHING 😍,"Men, couple, personal experience","Yes, normal voice",0
670791706884d5eaaf862b3d9f5ed800,DFLpKTPv1L-,What blush are you wearing in this video? 😍 💜,"Men, couple, personal experience","Yes, normal voice",0
a145451eed65522d04cc08acf1d81d67,DFLpKTPv1L-,Give it a shot,"Men, couple, personal experience","Yes, normal voice",0
091c353b1bb6c5c387c62c2f4f732994,DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0
e336a90cc9aee1b1ca599b15a7490a8c,DFLpKTPv1L-,U guys are the whole package still yet to unfold and discover,"Men, couple, personal experience","Yes, normal voice",0
30e293d9fe47bba0360eb6380b72aa02,DFLpKTPv1L-,"May I please know, how u know such a beautiful and white teeth ????","Men, couple, personal experience","Yes, normal voice",0
7dcd713c0d6ac1077f50eeb5cd612711,DFLpKTPv1L-,I’d watch it! But I’d also say it’s a compliment to you that you don’t come across as a typical reality show star!,"Men, couple, personal experience","Yes, normal voice",0
7ef4d0babdb8f09f62ba10fc67b682f1,DFLpKTPv1L-,How do you do your blush?!!,"Men, couple, personal experience","Yes, normal voice",0
1004d5b30e743fe26a5f30ce72a7979d,DFLpKTPv1L-,@adityamadirajuhey how about giving those Bollywood wives a makeover?@karanjohar,"Men, couple, personal experience","Yes, normal voice",0
a512f43ca8529efd1411d9a0b46e8523,DFLpKTPv1L-,Both of you very nice 👍 😍,"Men, couple, personal experience","Yes, normal voice",0
